theme,name,link,text
economics,Старший вице-президент Сбера Ганеев: принципы партнерства — основа деловых отношений,https://news.mail.ru/economics/63222988/,"Накануне VI Российского исламского экономического форума «Россия — гарант партнерства» старший вице-президент Сбербанка Олег Ганеев рассказал «Газете.Ru», как в банке развивается сегмент партнерского финансирования и какое место он занимает в общей стратегии человекоцентричности."
politics,Президент включил губернатора Красноярского края в рабочую группу по развитию цифровых экосистем,https://news.mail.ru/politics/63213867/,Президент России Владимир Путин включил губернатора Красноярского края Михаила Котюкова в состав межведомственной рабочей группы по развитию экосистем цифровой экономики и цифровых платформ.
politics,Визит Шмыгаля в Швейцарию отменен по форс-мажорным обстоятельствам,https://news.mail.ru/politics/63228337/,"Стало известно об отмене по форс-мажорным обстоятельствам официального визита в Швейцарию премьер-министра Украины Дениса Шмыгаля. Об этом сообщило швейцарское информационное агентство Keystone-ATS, ссылаясь на швейцарский МИД."
politics,Генсек НАТО: новое командование альянса повлияет на конфликт на Украине,https://news.mail.ru/politics/63228445/,На учебных площадках в Висбадене планируется обучить 700 военнослужащих.
politics,В Британии ждут катастрофы для ВСУ из-за серьезных неудач под Курском,https://news.mail.ru/politics/63228385/,Серьезная неудача ВСУ под Курском заключается в потере позиций и продолжающемся наступлении ВС РФ.
politics,СМИ: израильская оппозиция призвала атаковать нефтяные месторождения Ирана,https://news.mail.ru/politics/63228191/,"МОСКВА, 16 окт — РИА Новости. Лидер парламентской оппозиции в Израиле Яир Лапид призвал власти нацелить ответный удар по Ирану на его нефтяные месторождения, поскольку это окажет негативное воздействие на его экономику, сообщает газета Jerusalem Post."
politics,"СNN: Байден в Берлине встретится с Шольцем, Макроном и Стармером",https://news.mail.ru/politics/63228190/,"Президент США Джо Байден во время визита в Германию на этой неделе встретится с канцлером ФРГ Олафом Шольцем, президентом Франции Эмманюэлем Макроном и премьер-министром Великобритании Киром Стармером, сообщил CNN со ссылкой на источники. Лидеры должны были провести переговоры 12 октября на базе «Рамштайн» и обсудить помощь Украине, однако американский президент отменил визит в ФРГ."
politics,"infoBRICS: Польша ожидает полного разгрома Киева, готовясь к войне с Россией",https://news.mail.ru/politics/63220661/,"Огромные потери вооруженных сил Украины по всей линии фронта, растущая напряженность в других регионах мира и грядущие изменения в США с каждым днем делают перспективы украинского режима все более мрачными, говорится в статье Драго Боснича в infoBRICS."
politics,Wizz Air приостановила полеты в Тель-Авив и из него до января 2025 года,https://news.mail.ru/politics/63228243/,Решение принято из-за эскалации ситуации на Ближнем Востоке.
politics,ЦАХАЛ: армия зафиксировала 95 ракетных пусков со стороны Ливана,https://news.mail.ru/politics/63228095/,Пуски производились с утра вторника.
politics,США намерены расширять учения в Тихоокеанском регионе,https://news.mail.ru/politics/63227789/,"ВАШИНГТОН, 16 октября. /ТАСС/. Министерство обороны США планирует расширение проводимых в Тихоокеанском регионе учений. Об этом сообщил командующий сухопутными войсками США на Тихом океане генерал Чарльз Флинн, выступая в вашингтонском Центре за новую американскую безопасность."
politics,"Макрон напомнил Нетаньяху, что Израиль был создан указом ООН",https://news.mail.ru/politics/63227977/,"Французский президент подчеркнул, что Израиль обязан следовать постановлениям, принятым ООН."
politics,"Захарова: США спят и видят, как полыхнет на Корейском полуострове",https://news.mail.ru/politics/63227957/,"США сами провоцируют эскалацию конфликта между двумя Кореями, а затем «сваливают» ее на участников конфликта."
politics,Asia Times: все складывается не в пользу Зеленского,https://news.mail.ru/politics/63224364/,"В мае 2023 года Владимир Зеленский отправился в турне по европейским столицам, чтобы заручиться поддержкой западных партнеров в преддверии летнего контрнаступления Украины. Тогда его турне было относительно успешным, а вот последующее контрнаступление не увенчалось особым успехом. В 2024 году история повторяется, но каковы будут результаты, рассуждает Стефан Вольфф в статье для Asia Times."
politics,Американская армия использовала российский вертолет на учениях,https://news.mail.ru/politics/63227709/,"Вертолет Ми-17 российского производства использовался на учениях американской армии, сообщили РИА Новости в командовании специальных операций армии США."
politics,Ситуация на Ближнем Востоке: последние новости на 15 октября 2024 года,https://news.mail.ru/politics/63226927/,"7 октября 2023 года боевики группировки ХАМАС совершили масштабное нападение на территорию Израиля. Проект Новости Mail рассказывает о том, что происходит на Ближнем Востоке спустя год после атаки."
politics,Подоляк: Украина не дождется открытия союзниками «второго фронта» против России,https://news.mail.ru/politics/63227416/,"У США есть план по завершению конфликта на Украине, который предполагает «территориальные компромиссы», но он не устраивает Зеленского. Экс-посол Украины в Вашингтоне Чалый сообщил, что американцы уже просили президента Украины «быть более гибким». В офисе Зеленского же заявили, что не ждут «открытия второго фронта» против Москвы, но просят союзников ужесточить санкции."
politics,Джонсон раскрыл причины холодного приема Путина в Британии в 2003 году,https://news.mail.ru/politics/63227097/,"Визит президента России Владимира Путина в Британию в 2003 году хоть и был обставлен как торжество, но на самом деле Лондону было не интересно желание лидера РФ наладить здоровые отношения со странами Запада. Об этом говорится в мемуарах бывшего премьер-министра Британии Бориса Джонсона, его книга Unleashed есть в распоряжении «Ленты.ру»."
politics,Последние зарубежные новости за 15 октября 2024 года: свежие события текущего дня,https://news.mail.ru/politics/63226676/,"Редакция проекта Новости Mail представляет обзор главных материалов, опубликованных в иностранных изданиях. Читайте последние зарубежные новости за 15 октября 2024 года."
politics,Чехия вернула отозванного в 2022 году посла в Москву,https://news.mail.ru/politics/63227259/,"Новым послом Чехии в Москве станет Даниэль Коштовал, бывший замминистра обороны республики, сообщили Чешскому информационному агентству (CTK) в МИДе. Он вступит в должность в первые месяцы 2025 года."
politics,Белый дом признал отсутствие доказательств участия КНДР в СВО,https://news.mail.ru/politics/63226762/,"ВАШИНГТОН, 15 октября. /ТАСС/. США не располагают доказательствами того, что военные КНДР якобы участвуют в специальной военной операции России на Украине. С таким признанием выступил координатор по стратегическим коммуникациям в Совете национальной безопасности Белого дома Джон Кирби."
politics,В Киеве разочарованы отказом Запада открывать «второй фронт» против РФ,https://news.mail.ru/politics/63226233/,"МОСКВА, 15 октября. /ТАСС/. Советник главы офиса президента Украины Михаил Подоляк выразил разочарование тем, что Запад отказался открывать «второй фронт» против России."
society,В ближайшие дни в Красноярском крае похолодает до минус 20,https://news.mail.ru/society/63228715/,"КРАСНОЯРСКИЙ КРАЙ, /НИА-КРАСНОЯРСК/. Морозы до 20−21 градуса прогнозируются в ближайшие дни на севере Красноярского края, в Иркутской области, Бурятии и Забайкалье."
society,Команда клиник Сеченовки начала исследование по применению ксенона при химиотерапии,https://news.mail.ru/society/63228772/,"Пациенты, получающие высокодозную химиотерапию, будут разделены на две группы, одна из которых в течение двух недель будет получать ингаляции ксеноном, другая группа будет получать плацебо."
society,В Госдуме отклонили проект об альтернативе ЕГЭ,https://news.mail.ru/society/63228298/,"Комитет Госдумы по просвещению отклонил законопроект, которым предлагается предоставить возможность сдавать по желанию или единый государственный экзамен (ЕГЭ), или госэкзамены по образовательным программам основного общего и среднего общего образования. Об этом в беседе с РИА Новости рассказала первый зампред комитета Яна Лантратова."
society,Подозреваемый в подрыве авто ресторатора в Москве мог платить налоги на Украине,https://news.mail.ru/society/63228444/,Задержан подозреваемый в подрыве автомобиля ресторатора Виктора Мишачева в Москве. Им оказался его бизнес-партнер. В результате взрыва утром 15 октября кроме совладельца бара «Гадкий койот» пострадали его ребенок и сосед.
society,Работоспособность сайтов МВД России полностью восстановлена,https://news.mail.ru/society/63228428/,Сайты МВД России не работали из-за обрыва линии связи.
society,"Более 70% территории России уже покрыто снегом, заявил Вильфанд",https://pogoda.mail.ru/news/63228378/,"МОСКВА, 16 окт — РИА Новости. Снег лежит уже на 70−75% территории России, сообщил РИА Новости научный руководитель Гидрометцентра России Роман Вильфанд."
society,В Турции могут сократить число отелей «все включено» из-за недоеденной еды,https://news.mail.ru/society/63228348/,Ежедневно выбрасывается от 200 до 400 грамм еды после каждого туриста.
society,"В МЧС рассказали, как правильно вызвать скорую помощь",https://vfokuse.mail.ru/article/v-mchs-rasskazali-kak-pravilno-vyzvat-skoruyu-pomosch-63228236/,"МОСКВА, 16 окт — РИА Новости. Скорую медицинскую помощь при различных чрезвычайных ситуациях вот уже 11 лет можно вызвать по единому номеру экстренных служб «112», для вызова врачей необходимо соблюдать установленные правила, информирует МЧС России."
society,Генетики рассказали о корейском происхождении японцев,https://vfokuse.mail.ru/article/genetiki-rasskazali-o-koreyskom-proishozhdenii-yaponcev-63228181/,"Ученые выяснили, что в формировании японского народа большую роль сыграли гены пришельцев с Корейского полуострова. Подробности приводит журнал Human Genetics."
society,Подозреваемый в покушении на бизнесмена в Москве учредил с ним 12 компаний,https://news.mail.ru/society/63228126/,"Две компании прекратили существование, а оставшиеся 10 еще функционируют."
society,Продюсер Дзюник объяснил провал продаж на концерт Вайкуле на Тенерифе,https://news.mail.ru/society/63228089/,"По словам эксперта, о Вайкуле не вспоминает даже латвийская публика."
society,Ученые нашли древнейшее исходное ядро галактики Млечный Путь,https://vfokuse.mail.ru/article/uchenye-nashli-drevneyshee-ishodnoe-yadro-galaktiki-mlechnyy-put-63228014/,Международная группа астрономов из Китайской академии наук и Университета Торонто в Канаде обнаружила древнейший звездный диск в галактике Млечный Путь. Исследование опубликовано в научном журнале Nature Astronomy (NatAstron).
society,Определена причина резкого потепления в 2023 году,https://pogoda.mail.ru/news/63227691/,"Ученые Университета Майами определили, что основной причиной резкого повышения температуры поверхности Земли в 2023 году стало явление Эль-Ниньо, а не антропогенные изменения климата. Исследование с результатами работы опубликовано в журнале Atmospheric Chemistry and Physics."
society,Ученые нашли тайную гробницу в одном из новых чудес света в Иордании,https://vfokuse.mail.ru/article/uchenye-nashli-taynuyu-grobnicu-v-odnom-iz-novyh-chudes-sveta-v-iordanii-63227651/,"Шотландские археологи из Университета Сент-Эндрюс (USTAN) нашли секретную гробницу, расположенную под храмом-мавзолеем Эль-Хазне на территории древнего города Петра в Иордании. Об этом сообщается на официальном сайте научного учреждения."
society,Бить или не бить: как Антон Шагин сыграл Гамлета,https://news.mail.ru/society/63227650/,В «Ленкоме Марка Захарова» представили спектакль по трагедии Шекспира.
society,Звездные воины: как знаменитости агитируют за кандидатов в президенты США,https://news.mail.ru/society/63227649/,"На стороне Трампа — Илон Маск, за Камалу Харрис — Джордж Клуни и Тейлор Свифт."
society,День в истории 16 октября: что произошло в эту дату,https://news.mail.ru/society/43676888/,"Всемирный день продовольствия, Начало битвы под Лейпцигом, первый подземный переход в СССР и другие памятные события, которые произошли в этот день в разные годы."
society,"Генетики установили, что японцы имеют преимущественно корейские корни",https://news.mail.ru/society/63227511/,"Результаты популяционно-генетического исследования позволяют предположить, что между периодами Яёй и Кофун большинство иммигрантов на Японский архипелаг приходили в основном с Корейского полуострова, пишет журнал Human Genetics."
society,Самой популярной номинацией премии «За верность науке» стала «Наука — детям»,https://news.mail.ru/society/63227239/,Лауреаты премии получат денежное вознаграждение и спецпризы от партнеров конкурса.
society,Организаторы сообщили о переносе концерта рэпера Tekashi 6ix9ine в Москве,https://news.mail.ru/society/63227108/,"Концерт американского рэпера Tekashi 6ix9ine (настоящее имя Даниэль Эрнандес) в Москве, который должен был состояться 19 октября, перенесен. Об этом 15 октября сообщили «Известиям» организаторы."
society,В КБР археологи обнаружили аланский пояс VI века,https://news.mail.ru/society/63226941/,Часть пояса «вросла» в каменную породу и было принято решение залить фрагменты клеящим составом и отправить реставраторам.
incident,Сбившему насмерть дорожного рабочего красноярцу грозит до 5 лет колонии,https://news.mail.ru/incident/63216028/,"Прокуратура утвердила обвинительное заключение по уголовному делу в отношении 46-летнего жителя Красноярска, который сбил дорожного рабочего на Северном шоссе."
incident,Подозреваемый в подрыве автомобиля в Москве может платить налоги на Украине,https://news.mail.ru/incident/63228168/,"МОСКВА, 16 окт — РИА Новости. Подозреваемый в причастности к подрыву авто на юго-западе Москвы, в результате которого пострадали три человека, предварительно, является украинским налогоплательщиком, сообщил РИА Новости осведомленный источник."
incident,Срок расследования дела сотрудника ЦТА Демченко продлили до конца ноября,https://news.mail.ru/incident/63228484/,Фигуранту грозит от 10 до 20 лет лишения свободы.
incident,Подозреваемый в подрыве машины в Москве может платить налоги на Украине,https://news.mail.ru/incident/63228473/,"Задержанный Виталий Слободяник, предварительно, владеет на Украине ДРФО."
incident,Работа сайтов МВД России восстановлена,https://news.mail.ru/incident/63228395/,"МОСКВА, 16 октября. /ТАСС/. Работоспособность сайтов МВД России полностью восстановлена после обрыва линии связи, сообщила официальный представитель МВД РФ Ирина Волк в своем Telegram-канале."
incident,В Иране в результате пожара на НПЗ погиб человек,https://news.mail.ru/incident/63228300/,Еще четверо человек пострадали.
incident,СК обнаружил схрон оружия у подозреваемого в подрыве авто в Москве,https://news.mail.ru/incident/63228173/,По изъятому будут назначены необходимые судебные экспертизы.
incident,Суд взыскал с бывшей фирмы блогера Гасанова 10 млн рублей,https://news.mail.ru/incident/63228164/,Компания продавала курсы по «денежному» мышлению.
incident,Суд арестовал 29 банковских счетов и 6 объектов недвижимости генерала Кузнецова,https://news.mail.ru/incident/63228066/,"МОСКВА, 16 октября. /ТАСС/. Суд арестовал 29 счетов в банках и 6 объектов недвижимости бывшего начальника Главного управления кадров Министерства обороны генерал-лейтенанта Юрия Кузнецова, обвиняемого в получении взятки, и его родственников. Об этом говорится в судебных документах, имеющихся в распоряжении ТАСС."
incident,Адвокат Антоненко: выезд блогера Косенко из РФ не препятствует работе СК,https://news.mail.ru/incident/63228027/,Косенко вменяются две статьи Уголовного кодекса РФ.
incident,В Турции нашли тело пропавшей россиянки,https://news.mail.ru/incident/63227359/,Тело пропавшей без вести неделю назад россиянки обнаружили в провинции Орду на севере Турции. Об этом сообщило агентство DHA.
incident,Турецкая полиция обнаружила тело пропавшей неделю назад россиянки,https://news.mail.ru/incident/63227851/,Причину гибели женщины установит судмедэкспертиза.
incident,BAZA: в Стерлитамаке буфетчица подралась со школьницей из-за булочки,https://news.mail.ru/incident/63227810/,Женщине потребовалась госпитализация.
incident,Задержан подозреваемый в подрыве внедорожника бизнесмена в Москве,https://news.mail.ru/incident/63227688/,Им оказался москвич 1973 года рождения.
incident,Сайты МВД России не работают уже несколько часов,https://news.mail.ru/incident/63227415/,"МОСКВА, 15 окт — РИА Новости. Веб-сервисы министерства внутренних дел России недоступны пользователям уже несколько часов, передает корреспондент РИА Новости."
incident,Против выжившего в Охотском море россиянина возбудили уголовное дело,https://news.mail.ru/incident/63224594/,Ему может грозить до семи лет колонии.
incident,"Выживший на лодке в Охотском море Пичугин сообщил, что его брат сошел с ума",https://news.mail.ru/incident/63225423/,"Рыбаки в Охотском море наткнулись на лодку туристов, которая пропала еще в начале августа. Ее несколько раз безрезультатно искало МЧС. У мужчин было с собой еды только на две недели и 20 литров питьевой воды. Их снесло в море, когда у лодки заглох мотор, чтобы выжить, люди собирали дождевую воду, размачивали горох и лапшу. Два человека умерли от голода и холода. Выживший мужчина потерял половину своего веса и даже не мог самостоятельно выбраться из лодки на борт корабля."
incident,Брат оставшегося в живых на лодке в Охотском море сошёл с ума после смерти сына,https://news.mail.ru/incident/63222166/,"Он кричал и выпрыгивал из лодки — из-за этого Михаилу Пичугину приходилось вытаскивать его из воды, переодевать и греть своим телом."
incident,Туристы попали под камнепад на Алтае: что известно о трагедии,https://news.mail.ru/incident/63222399/,"В результате инцидента погибла девушка, еще двое пострадали."
incident,Спасенного после двух месяцев дрейфа в море туриста положили в реанимацию,https://news.mail.ru/incident/63221714/,"Мужчину, который больше двух месяцев дрейфовал в Охотском море, доставили в реанимационное отделение Магаданской областной больницы, сообщили РБК в пресс-службе регионального минздрава."
incident,Мужчина приговорен к заключению за помощь в домашних делах,https://vfokuse.mail.ru/article/muzhchina-prigovoren-k-zaklyucheniyu-za-pomosch-v-domashnih-delah-63219460/,"Поляк незаконно проникал в дома соседей, чтобы убраться, развесить белье и вымыть пол. Рассказываем, зачем он это делал."
